ID,Title,Total Time (minutes),Budget,Revenue,Genres
500,Reservoir Dogs,1h 39min,1200000,2859750,"Crime, Thriller"
10530,Pocahontas,1h 21min,55000000,346079773,"Adventure, Animation, Family, Romance"
323677,Race,2h 14min,5000000,24804129,"Drama, History"
637693,Spirit Untamed,1h 28min,30000000,17635215,"Animation, Adventure, Family, Western"
286217,The Martian,2h 21min,108000000,630600000,"Drama, Adventure, Science Fiction"
228165,The SpongeBob Movie: Sponge Out of Water,1h 33min,74000000,311594032,"Family, Adventure, Comedy, Fantasy, Animation"
676,Pearl Harbor,3h 3min,140000000,449220945,"Action, War, History, Romance, Drama"
146233,Prisoners,2h 33min,46000000,122126687,"Drama, Thriller, Crime"
369972,First Man,2h 21min,70000000,105713218,"History, Drama"
291870,Dirty Grandpa,1h 42min,11500000,94073028,Comedy
1572,Die Hard: With a Vengeance,2h 8min,90000000,366101666,"Action, Thriller"
70981,Prometheus,2h 4min,130000000,403354469,"Science Fiction, Adventure, Mystery"
320288,Dark Phoenix,1h 54min,200000000,252442974,"Fantasy, Science Fiction, Action, Adventure"
359724,Ford v Ferrari,2h 33min,97600000,225508210,"Drama, Action, History"
102899,Ant-Man,1h 57min,130000000,519311965,"Science Fiction, Action, Adventure"
532408,The Boogeyman,1h 39min,41900000,39637895,"Horror, Mystery, Fantasy"
510,One Flew Over the Cuckoo's Nest,2h 13min,3000000,108981275,Drama
161,Ocean's Eleven,1h 56min,85000000,450717150,"Thriller, Crime"
9836,Happy Feet,1h 48min,100000000,384335608,"Animation, Comedy, Family"
249070,Hitman: Agent 47,1h 36min,35000000,81967450,"Action, Crime, Thriller"
172385,Rio 2,1h 41min,103000000,500188435,"Animation, Adventure, Comedy, Family"
37799,The Social Network,2h 1min,40000000,224920315,Drama
493922,Hereditary,2h 8min,10000000,82530552,"Horror, Mystery, Thriller"
2109,Rush Hour,1h 38min,33000000,244721064,"Action, Comedy, Crime"
343611,Jack Reacher: Never Go Back,1h 58min,60000000,162146076,"Action, Thriller"
10830,Matilda,1h 38min,36000000,33459416,"Comedy, Family, Fantasy"
4257,Scary Movie 4,1h 23min,45000000,178262620,Comedy
11568,Blues Brothers 2000,2h 3min,28000000,14051384,"Music, Action, Comedy, Crime"
527641,Five Feet Apart,1h 56min,7000000,92600000,"Romance, Drama"
10588,The Cat in the Hat,1h 21min,109000000,133800000,"Comedy, Adventure, Family, Fantasy"
274857,King Arthur: Legend of the Sword,2h 6min,175000000,148675066,"Action, Drama, Fantasy"
8643,The Exorcism of Emily Rose,2h 2min,19000000,145166804,"Crime, Drama, Horror, Thriller"
614934,Elvis,2h 39min,85000000,288670284,"Drama, Music, History"
522162,Midway,2h 18min,100000000,127420861,"Action, Drama, War, History, Adventure"
406990,What Happened to Monday,2h 3min,20000000,27975429,"Science Fiction, Thriller, Drama, Mystery, Action"
1368,First Blood,1h 33min,15000000,125212904,"Action, Adventure, Thriller, War"
389,12 Angry Men,1h 37min,350000,1000000,Drama
1417,Pan's Labyrinth,1h 58min,19000000,83258226,"Fantasy, Drama, War"
13053,Bolt,1h 38min,150000000,309979994,"Animation, Family, Adventure, Comedy"
205596,The Imitation Game,1h 53min,14000000,233555708,"History, Drama, Thriller, War"
813,Airplane!,1h 28min,3500000,83453539,Comedy
4564,Sex and the City,2h 25min,65000000,415252786,"Comedy, Drama, Romance"
402900,Ocean's Eight,1h 51min,70000000,297718711,"Crime, Comedy, Action"
126889,Alien: Covenant,2h 2min,97000000,240891763,"Science Fiction, Horror, Mystery"
61791,Rise of the Planet of the Apes,1h 45min,93000000,482860185,"Thriller, Action, Drama, Science Fiction"
49529,John Carter,2h 12min,250000000,284139100,"Action, Adventure, Science Fiction"
429351,12 Strong,2h 10min,35000000,67450815,"War, Drama, Action, History"
1359,American Psycho,1h 42min,7000000,34266564,"Thriller, Drama, Crime"
136797,Need for Speed,2h 12min,66000000,203277636,"Action, Crime, Drama, Thriller"
278924,Mechanic: Resurrection,1h 38min,40000000,125729635,"Action, Crime, Thriller"
38,Eternal Sunshine of the Spotless Mind,1h 48min,20000000,72258126,"Science Fiction, Drama, Romance"
524047,Greenland,2h 0min,34000000,52300000,"Action, Thriller, Drama"
250546,Annabelle,1h 39min,6500000,257047661,Horror
43593,Piranha 3D,1h 28min,24000000,83188165,"Comedy, Horror"
158015,The Purge,1h 26min,3000000,89328627,"Science Fiction, Horror, Thriller"
419430,Get Out,1h 44min,4500000,255407969,"Mystery, Thriller, Horror"
316727,The Purge: Election Year,1h 45min,10000000,118587880,"Action, Horror, Thriller"
185,A Clockwork Orange,2h 17min,2200000,26589000,"Science Fiction, Drama"
159824,Hotel Transylvania 2,1h 29min,80000000,473226958,"Animation, Comedy, Family, Fantasy"
1824,50 First Dates,1h 39min,75000000,196482882,"Comedy, Romance"
298250,Jigsaw,1h 32min,10000000,102952888,"Horror, Crime, Mystery, Thriller"
5174,Rush Hour 3,1h 31min,140000000,258022233,"Action, Comedy, Crime"
300671,13 Hours: The Secret Soldiers of Benghazi,2h 24min,50000000,69411370,"War, Action, History, Drama"
871,Planet of the Apes,1h 52min,5800000,32589624,"Science Fiction, Adventure, Drama, Action"
18823,Clash of the Titans,1h 46min,125000000,493214993,"Adventure, Fantasy, Action"
446893,Trolls World Tour,1h 30min,90000000,49276818,"Family, Animation, Comedy, Fantasy, Adventure, Music"
139038,A Haunted House,1h 26min,2500000,60141683,"Comedy, Horror"
4922,The Curious Case of Benjamin Button,2h 46min,150000000,335802786,"Drama, Fantasy, Romance"
648579,The Unbearable Weight of Massive Talent,1h 47min,30000000,29116320,"Action, Comedy, Crime"
136799,Trolls,1h 32min,125000000,346864462,"Family, Animation, Fantasy, Adventure, Comedy, Music"
13183,Watchmen,2h 43min,130000000,185258983,"Action, Mystery, Science Fiction"
1271,300,1h 57min,65000000,456082343,"Action, Adventure, War"
804095,The Fabelmans,2h 31min,40000000,44937023,Drama
338970,Tomb Raider,1h 58min,94000000,274650803,"Action, Adventure, Fantasy"
9603,Clueless,1h 37min,12000000,56631572,"Comedy, Romance"
10585,Child's Play,1h 27min,9000000,44196684,Horror
1498,Teenage Mutant Ninja Turtles,1h 33min,13500000,201965915,"Science Fiction, Action, Adventure, Comedy, Family"
1422,The Departed,2h 31min,90000000,291465000,"Drama, Thriller, Crime"
9444,Anastasia,1h 34min,53000000,139804348,"Animation, Family, Fantasy, Adventure"
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1h 29min,3800000,20109115,Comedy
363088,Ant-Man and the Wasp,1h 59min,140000000,622674139,"Action, Adventure, Science Fiction"
95,Armageddon,2h 31min,140000000,553799566,"Action, Thriller, Science Fiction, Adventure"
26123,American Pie Presents: The Book of Love,1h 33min,8000000,5021219,Comedy
1250,Ghost Rider,1h 54min,110000000,228738393,"Thriller, Action, Fantasy"
497828,Triangle of Sadness,2h 27min,15600000,24733572,"Comedy, Drama"
215,Saw II,1h 33min,4000000,147748505,Horror
22894,Legion,1h 40min,26000000,67918658,"Horror, Action, Fantasy"
770,Gone with the Wind,3h 58min,4000000,402352579,"Drama, War, Romance"
2907,The Addams Family,1h 42min,30000000,191502426,"Comedy, Fantasy"
27449,Baby Face,1h 16min,187000,451000,Drama
776503,CODA,1h 52min,10000000,1600000,"Drama, Music, Romance"
122906,About Time,2h 3min,12000000,87100449,"Drama, Romance, Fantasy"
4234,Scream 3,1h 56min,40000000,161834276,"Horror, Mystery"
281338,War for the Planet of the Apes,2h 20min,150000000,490719763,"Drama, Science Fiction, War"
51876,Limitless,1h 45min,27000000,161849455,"Thriller, Mystery, Science Fiction"
854,The Mask,1h 41min,23000000,351583407,"Romance, Comedy, Crime, Fantasy"
6477,Alvin and the Chipmunks,1h 32min,60000000,361366633,"Comedy, Family, Fantasy, Animation"
16859,Kiki's Delivery Service,1h 43min,6900000,4493017,"Animation, Family, Fantasy, Adventure"
50544,Friends with Benefits,1h 49min,35000000,149542245,"Romance, Comedy"
8367,Robin Hood: Prince of Thieves,2h 23min,48000000,390493908,"Action, Adventure, Drama, Romance"
378236,The Emoji Movie,1h 26min,50000000,216909830,"Animation, Family, Comedy"
77,Memento,1h 53min,9000000,39723096,"Mystery, Thriller"
88,Dirty Dancing,1h 40min,6000000,214577242,"Drama, Music, Romance"
117263,Olympus Has Fallen,2h 0min,70000000,170270201,"Action, Thriller"
817,Austin Powers: The Spy Who Shagged Me,1h 35min,33000000,312016928,"Adventure, Comedy, Crime, Science Fiction"
480414,The Curse of La Llorona,1h 33min,9000000,122033739,"Horror, Mystery, Thriller"
169,Predator 2,1h 48min,35000000,57120318,"Science Fiction, Action, Thriller"
1637,Speed,1h 56min,30000000,350448145,"Action, Adventure, Crime"
181808,Star Wars: The Last Jedi,2h 32min,200000000,1332698830,"Adventure, Action, Science Fiction"
9078,The Sword in the Stone,1h 19min,3000000,22182353,"Animation, Family"
128,Princess Mononoke,2h 14min,23500000,169000000,"Adventure, Fantasy, Animation"
10402,Deuce Bigalow: Male Gigolo,1h 28min,17000000,65535067,Comedy
346672,Underworld: Blood Wars,1h 31min,35000000,81093313,"Fantasy, Action, Thriller, Horror"
1091,The Thing,1h 49min,15000000,19629760,"Horror, Mystery, Science Fiction"
9928,Robots,1h 31min,75000000,262511490,"Animation, Comedy, Family, Science Fiction"
60304,Hansel & Gretel: Witch Hunters,1h 28min,50000000,226349749,"Fantasy, Horror, Action"
55779,Final Destination 5,1h 32min,47000000,157887643,"Horror, Mystery"
254,King Kong,3h 7min,207000000,562363449,"Adventure, Drama, Action"
242582,Nightcrawler,1h 58min,8500000,50300000,"Crime, Drama, Thriller"
646380,Don't Look Up,2h 18min,75000000,791863,"Science Fiction, Comedy, Drama"
55301,Alvin and the Chipmunks: Chipwrecked,1h 27min,75000000,342695435,"Comedy, Fantasy, Family, Music, Animation"
928123,The Battle at Lake Changjin: Water Gate Bridge,2h 29min,200000000,626203271,"War, History, Action, Drama"
440,Aliens vs Predator: Requiem,1h 34min,40000000,130290885,"Fantasy, Action, Science Fiction, Thriller, Horror"
62,2001: A Space Odyssey,2h 29min,12000000,71923560,"Science Fiction, Mystery, Adventure"
1016084,BlackBerry,1h 59min,5000000,2600000,"Comedy, Drama, History"
137113,Edge of Tomorrow,1h 54min,178000000,370541256,"Action, Science Fiction"
165,Back to the Future Part II,1h 48min,40000000,332000000,"Adventure, Comedy, Science Fiction"
10315,Fantastic Mr. Fox,1h 27min,40000000,46471023,"Adventure, Animation, Comedy, Family"
11932,Bride of Chucky,1h 29min,25000000,50671850,"Comedy, Horror"
8839,Casper,1h 40min,50000000,287928194,"Fantasy, Comedy, Family"
19913,(500) Days of Summer,1h 35min,7500000,60781545,"Comedy, Drama, Romance"
1593,Night at the Museum,1h 48min,110000000,574480841,"Action, Adventure, Comedy, Family, Fantasy"
1370,Rambo III,1h 42min,63000000,189015611,"Action, Adventure, Thriller, War"
7512,Idiocracy,1h 24min,30000000,495303,"Comedy, Science Fiction, Adventure"
1954,The Butterfly Effect,1h 53min,13000000,96060858,"Science Fiction, Thriller"
7445,Brothers,1h 45min,26000000,43318349,"Drama, Thriller, War"
19912,The Final Destination,1h 22min,40000000,186167139,"Horror, Mystery"
7220,The Punisher,2h 4min,33000000,54700105,"Action, Crime, Drama"
522931,Hitman's Wife's Bodyguard,1h 57min,70000000,70060492,"Action, Comedy, Crime, Thriller"
938,For a Few Dollars More,2h 12min,600000,15000000,Western
481848,The Call of the Wild,1h 40min,109000000,111202881,"Adventure, Family, Drama"
84892,The Perks of Being a Wallflower,1h 43min,13000000,33400000,Drama
982271,Book Club: The Next Chapter,1h 48min,20000000,27849137,"Comedy, Romance"
517302,Hatching,1h 31min,3896000,490000,"Horror, Fantasy"
11824,Teen Wolf,1h 31min,1200000,80000000,"Comedy, Fantasy, Romance"
2330,Taxi,1h 26min,8700000,44500000,"Comedy, Action, Crime, Adventure"
637,Life Is Beautiful,1h 56min,20000000,230098753,"Comedy, Drama"
41154,Men in Black 3,1h 46min,225000000,624026776,"Action, Comedy, Science Fiction"
11283,Nanny McPhee,1h 37min,25000000,123276807,"Fantasy, Comedy, Family"
682507,Where the Crawdads Sing,2h 5min,24000000,127000000,"Mystery, Drama, Thriller"
807356,Watcher,1h 36min,5000000,2543216,"Horror, Mystery, Thriller"
7980,The Lovely Bones,2h 16min,65000000,93621340,"Fantasy, Drama"
34544,The A-Team,1h 57min,110000000,177238796,"Thriller, Action, Adventure, Comedy, Crime"
109451,Cloudy with a Chance of Meatballs 2,1h 35min,78000000,248384621,"Animation, Family, Comedy"
72559,G.I. Joe: Retaliation,1h 50min,130000000,371876278,"Science Fiction, Adventure, Action, Thriller"
107,Snatch,1h 43min,10000000,83557872,"Crime, Comedy"
856,Who Framed Roger Rabbit,1h 44min,70000000,329803958,"Fantasy, Animation, Comedy, Crime"
7131,Van Helsing,2h 12min,160000000,300257475,"Horror, Adventure, Action"
10528,Sherlock Holmes,2h 9min,90000000,524028679,"Action, Adventure, Crime, Mystery"
47933,Independence Day: Resurgence,2h 0min,165000000,389681935,"Action, Adventure, Science Fiction"
41513,The Smurfs,1h 43min,110000000,563749323,"Animation, Family, Adventure, Comedy, Fantasy"
869,Planet of the Apes,1h 59min,100000000,362211740,"Thriller, Science Fiction, Action, Adventure"
385103,Scoob!,1h 33min,90000000,28588425,"Animation, Comedy, Family, Mystery"
315837,Ghost in the Shell,1h 47min,110000000,169801921,"Science Fiction, Drama, Action"
604,The Matrix Reloaded,2h 18min,150000000,738599701,"Adventure, Action, Thriller, Science Fiction"
2322,Sneakers,2h 6min,23000000,105232691,"Comedy, Crime, Drama"
522478,Peter Rabbit 2: The Runaway,1h 33min,45000000,153000000,"Family, Comedy, Adventure, Animation, Fantasy"
388045,The Legend of the Chupacabras,1h 21min,1600000,5138140,"Animation, Action, Adventure, Fantasy, Horror, History, Family"
10591,The Girl Next Door,1h 50min,21000000,31635150,"Comedy, Romance"
787,Mr. & Mrs. Smith,2h 0min,110000000,487287646,"Action, Comedy, Drama, Thriller"
227719,Project Almanac,1h 46min,12000000,33213241,"Science Fiction, Thriller, Drama"
617653,The Last Duel,2h 33min,100000000,30500000,"Action, Drama, History"
23398,Alvin and the Chipmunks: The Squeakquel,1h 28min,75000000,443140005,"Comedy, Family, Animation, Fantasy, Music"
278927,The Jungle Book,1h 46min,175000000,966550600,"Family, Adventure, Drama, Fantasy"
36599,Prom Night,1h 32min,1500000,14796236,"Horror, Mystery, Thriller"
8922,Jeepers Creepers,1h 30min,10000000,59217789,"Horror, Thriller"
453,A Beautiful Mind,2h 15min,58000000,316800000,"Drama, Romance"
36557,Casino Royale,2h 24min,150000000,599045960,"Adventure, Action, Thriller"
14324,Virgin Territory,1h 33min,38000000,5410749,"Adventure, Action, Comedy, Romance"
214,Saw III,1h 48min,10000000,164874275,"Horror, Thriller, Crime"
505026,Death on the Nile,2h 7min,90000000,137307235,"Mystery, Crime, Thriller"
456740,Hellboy,2h 1min,50000000,55065289,"Fantasy, Horror, Action, Adventure"
9339,Click,1h 47min,82500000,240685326,"Comedy, Drama, Fantasy"
311,Once Upon a Time in America,3h 49min,30000000,5500000,"Drama, Crime"
276907,Legend,2h 12min,25000000,42972994,"Crime, Thriller"
324852,Despicable Me 3,1h 36min,80000000,1031552585,"Action, Animation, Comedy, Family, Adventure"
9358,Final Destination 2,1h 30min,26000000,90941129,"Horror, Mystery"
11674,101 Dalmatians,1h 43min,54000000,320689294,"Family, Comedy"
22794,Cloudy with a Chance of Meatballs,1h 30min,100000000,242988466,"Animation, Comedy, Family"
81188,Rise of the Guardians,1h 37min,145000000,306941670,"Family, Animation, Fantasy, Action, Adventure"
335,Once Upon a Time in the West,2h 46min,5000000,5380118,"Drama, Western"
53182,300: Rise of an Empire,1h 42min,110000000,337580051,"Action, Drama, War"
23168,The Town,2h 5min,37000000,154026136,"Crime, Drama, Thriller"
28178,Hachi: A Dog's Tale,1h 33min,16000000,46749646,"Drama, Family"
33542,Rumble in the Bronx,1h 44min,7500000,32392047,"Crime, Action, Comedy, Thriller"
760926,Gold,1h 37min,6500000,176048,"Action, Adventure, Thriller"
4011,Beetlejuice,1h 32min,15000000,74714298,"Fantasy, Comedy"
37724,Skyfall,2h 23min,200000000,1142471295,"Action, Adventure, Thriller"
8960,Hancock,1h 32min,150000000,629443428,"Fantasy, Action"
616,The Last Samurai,2h 34min,140000000,456758981,"Drama, Action, War"
100402,Captain America: The Winter Soldier,2h 16min,170000000,714766572,"Action, Adventure, Science Fiction"
228326,The Book of Life,1h 35min,50000000,97437106,"Animation, Adventure, Comedy, Family, Fantasy"
19908,Zombieland,1h 28min,23600000,102391540,"Comedy, Horror"
9532,Final Destination,1h 38min,23000000,112880294,Horror
2253,Valkyrie,2h 1min,75000000,200276000,"Drama, Thriller, War"
339984,Miracles from Heaven,1h 59min,16000000,73983359,"Family, Drama"
339964,Valerian and the City of a Thousand Planets,2h 16min,177200000,225973340,"Adventure, Science Fiction, Action"
11635,Old School,1h 28min,24000000,87135520,Comedy
339403,Baby Driver,1h 53min,34000000,226945087,"Action, Crime"
8456,Never Back Down,1h 55min,20000000,41627431,"Drama, Action"
9530,RV,1h 39min,50000000,87528173,"Family, Comedy"
630004,The Vault,1h 58min,15000000,8804000,Action
1701,Con Air,1h 56min,75000000,224012234,"Action, Thriller, Crime"
1053600,"20,000 Species of Bees",2h 9min,2000000,455912,Drama
13700,Home on the Range,1h 16min,110000000,145358062,"Animation, Family"
661791,The Grandmother,1h 41min,3749231,1817696,"Drama, Horror"
694,The Shining,2h 24min,19000000,44781695,"Horror, Thriller"
1374,Rocky IV,1h 31min,31000000,300473716,Drama
5559,Bee Movie,1h 31min,150000000,287594577,"Family, Animation, Adventure, Comedy"
188927,Star Trek Beyond,2h 2min,185000000,343471816,"Action, Adventure, Science Fiction"
522924,The Art of Racing in the Rain,1h 49min,18000000,33766787,"Drama, Romance, Comedy"
792,Platoon,2h 0min,6000000,138530565,"Drama, War, Action"
324849,The Lego Batman Movie,1h 44min,80000000,311950384,"Animation, Action, Comedy, Family"
546121,Run,1h 30min,1700000,5184368,"Thriller, Horror, Drama"
2034,Training Day,2h 2min,45000000,104876233,"Action, Crime, Drama"
563,Starship Troopers,2h 9min,105000000,121214377,"Adventure, Action, Thriller, Science Fiction"
137106,The Lego Movie,1h 40min,60000000,469160692,"Animation, Family, Adventure, Comedy, Fantasy"
307081,Southpaw,2h 3min,30000000,91709827,"Action, Drama"
522518,A Dog's Journey,1h 49min,16000000,78871079,"Family, Adventure, Drama"
9802,The Rock,2h 17min,75000000,335062621,"Action, Adventure, Thriller"
5255,The Polar Express,1h 40min,165000000,310634054,"Animation, Family, Adventure, Fantasy, Comedy"
605,The Matrix Revolutions,2h 9min,150000000,424988211,"Adventure, Action, Thriller, Science Fiction"
263472,Knock Knock,1h 39min,2500000,6341684,"Drama, Thriller, Horror"
222935,The Fault in Our Stars,2h 6min,14000000,307166834,"Romance, Drama"
11397,Not Another Teen Movie,1h 29min,16000000,66468332,Comedy
305470,Power Rangers,2h 4min,105000000,142337240,"Action, Adventure, Science Fiction"
841,Dune,2h 17min,40000000,30925690,"Action, Science Fiction, Adventure"
411088,The Invisible Guest,1h 47min,4000000,30000000,"Drama, Mystery, Thriller"
629,The Usual Suspects,1h 46min,6000000,23341568,"Drama, Crime, Thriller"
62835,Colombiana,1h 48min,40000000,71508440,"Action, Thriller, Crime, Drama"
8009,Highlander,1h 56min,16000000,12885193,"Adventure, Action, Fantasy"
10634,Friday,1h 31min,3500000,28215918,Comedy
310,Bruce Almighty,1h 41min,80000000,484592874,"Fantasy, Comedy"
4523,Enchanted,1h 47min,85000000,340487652,"Comedy, Family, Fantasy, Romance"
138832,We're the Millers,1h 50min,37000000,269994119,"Comedy, Crime"
9291,The Longest Yard,1h 53min,82000000,190320568,Comedy
76726,Chronicle,1h 24min,15000000,145000000,"Science Fiction, Drama, Thriller"
10066,House of Wax,1h 53min,40000000,68766121,"Horror, Thriller"
6114,Bram Stoker's Dracula,2h 8min,40000000,215862692,"Romance, Horror"
9336,Police Academy,1h 37min,4500000,81198894,"Comedy, Crime"
9316,Ong Bak: Muay Thai Warrior,1h 45min,1100000,20112926,"Action, Thriller, Crime, Adventure"
10501,The Road to El Dorado,1h 29min,95000000,76432727,"Family, Adventure, Animation, Comedy, Fantasy"
77877,The Lucky One,1h 41min,25000000,99357138,"Drama, Romance"
1367,Rocky II,1h 58min,7000000,85182160,Drama
205584,Gods of Egypt,2h 7min,140000000,150680864,"Action, Adventure, Fantasy"
239,Some Like It Hot,2h 2min,2883848,25000000,"Comedy, Music, Romance, Crime"
8982,The Protector,1h 51min,6000000,27165581,"Action, Crime, Drama, Thriller"
51608,The Man from Nowhere,1h 59min,1255000,43059790,"Action, Thriller, Crime"
9792,The Hills Have Eyes,1h 47min,15000000,69623713,"Horror, Thriller"
670,Oldboy,2h 0min,3000000,15194593,"Drama, Thriller, Mystery, Action"
149,Akira,2h 4min,10000000,553171,"Animation, Science Fiction, Action"
381289,A Dog's Purpose,1h 40min,22000000,205035819,"Adventure, Comedy, Fantasy, Family, Drama"
11249,Seed of Chucky,1h 27min,12000000,24829644,"Comedy, Horror, Thriller"
10096,13 Going on 30,1h 38min,37000000,96455697,"Comedy, Fantasy, Romance"
399402,Hunter Killer,2h 1min,40000000,31672678,"Action, Thriller"
57165,Wrath of the Titans,1h 39min,150000000,301970083,"Fantasy, Adventure"
1246,Rocky Balboa,1h 41min,24000000,155929020,Drama
45612,Source Code,1h 34min,32000000,147332697,"Thriller, Science Fiction, Mystery"
366672,Paws of Fury: The Legend of Hank,1h 34min,45000000,42500000,"Animation, Action, Adventure, Comedy, Family, Western"
241259,Alice Through the Looking Glass,1h 53min,170000000,299457024,"Adventure, Family, Fantasy"
1487,Hellboy,2h 2min,66000000,99318987,"Fantasy, Action"
9543,Prince of Persia: The Sands of Time,1h 56min,200000000,336365676,"Adventure, Fantasy, Action"
9539,Martyrs,1h 39min,6500000,1100000,"Horror, Drama, Thriller"
4951,10 Things I Hate About You,1h 37min,16000000,53478166,"Comedy, Romance, Drama"
23483,Kick-Ass,1h 57min,28000000,96188903,"Action, Crime"
377,A Nightmare on Elm Street,1h 31min,1100000,57000000,Horror
13475,Star Trek,2h 7min,150000000,385680446,"Science Fiction, Action, Adventure"
10137,Stuart Little,1h 24min,133000000,300135367,"Family, Fantasy, Comedy, Adventure"
45610,Machine Gun Preacher,2h 9min,30000000,2527904,"Action, Thriller, Crime"
10494,Perfect Blue,1h 21min,830000,112536,"Animation, Thriller"
9016,Treasure Planet,1h 35min,140000000,109578115,"Adventure, Animation, Family, Fantasy, Science Fiction"
16871,Drag Me to Hell,1h 39min,30000000,90810892,"Horror, Thriller"
364,Batman Returns,2h 6min,80000000,280000000,"Action, Fantasy"
228967,The Interview,1h 53min,44000000,12342632,"Action, Comedy"
665,Ben-Hur,3h 42min,15000000,164000000,"Action, Drama, History, Adventure"
1949,Zodiac,2h 37min,65000000,84785914,"Crime, Drama, Mystery, Thriller"
43347,Love & Other Drugs,1h 52min,30000000,102820008,"Drama, Comedy, Romance"
756,Fantasia,2h 4min,2280000,76411819,"Animation, Family"
440471,Escape Plan 2: Hades,1h 36min,20000000,17500000,"Action, Thriller, Mystery"
1645,A Time to Kill,2h 29min,40000000,152266007,"Crime, Drama, Thriller"
52520,Underworld: Awakening,1h 28min,70000000,160112671,"Fantasy, Action, Horror"
597208,Nightmare Alley,2h 30min,60000000,39629195,"Thriller, Crime, Drama"
316029,The Greatest Showman,1h 45min,84000000,432844677,Drama
424694,Bohemian Rhapsody,2h 15min,52000000,903992901,"Music, Drama, History"
273248,The Hateful Eight,3h 8min,44000000,155760117,"Drama, Mystery, Western"
581387,Ashfall,2h 8min,17700000,61321941,"Action, Adventure, Thriller"
745,The Sixth Sense,1h 47min,40000000,672806292,"Mystery, Thriller, Drama"
628,Interview with the Vampire,2h 3min,60000000,223664608,"Horror, Drama, Fantasy"
59440,Warrior,2h 20min,25000000,23308615,"Drama, Action"
913290,Barbarian,1h 43min,4500000,45352337,"Horror, Mystery, Thriller"
514847,The Hunt,1h 30min,14000000,10550350,"Action, Thriller, Horror"
10948,The Fox and the Hound,1h 22min,12000000,29800000,"Adventure, Animation, Drama, Family"
747,Shaun of the Dead,1h 39min,6100000,30097092,"Horror, Comedy"
313369,La La Land,2h 9min,30000000,447407695,"Comedy, Drama, Romance, Music"
274855,Geostorm,1h 49min,120000000,221600160,"Action, Science Fiction, Thriller"
431693,Spies in Disguise,1h 42min,100000000,171616764,"Animation, Action, Adventure, Comedy, Family"
11212,Baby's Day Out,1h 39min,50000000,16671505,"Family, Comedy, Adventure, Crime, Drama"
391713,Lady Bird,1h 34min,10000000,78966486,"Drama, Comedy"
196867,Annie,1h 59min,65000000,133821816,"Comedy, Drama, Family"
134374,Pain & Gain,2h 10min,25000000,87305549,"Action, Crime, Comedy"
567609,Ready or Not,1h 35min,6000000,57615777,"Comedy, Horror, Thriller"
424139,Halloween,1h 46min,10000000,259900000,"Horror, Thriller"
9471,Charlie's Angels: Full Throttle,1h 46min,120000000,259175788,"Action, Adventure, Comedy"
21208,Orphan,2h 2min,20000000,77912251,"Horror, Thriller, Mystery"
9880,The Princess Diaries,1h 55min,37000000,165335153,"Comedy, Family, Romance"
267860,London Has Fallen,1h 39min,60000000,205754447,"Action, Thriller"
127380,Finding Dory,1h 37min,200000000,1028570889,"Adventure, Animation, Comedy, Family"
17654,District 9,1h 52min,30000000,210819611,Science Fiction
9353,Nacho Libre,1h 32min,35000000,99255460,"Comedy, Family"
9297,Monster House,1h 31min,75000000,140175006,"Animation, Comedy, Family, Fantasy"
152601,Her,2h 6min,23000000,47351251,"Romance, Science Fiction, Drama"
614917,King Richard,2h 25min,50000000,39429285,"Drama, History"
1735,The Mummy: Tomb of the Dragon Emperor,1h 52min,145000000,403449830,"Adventure, Action, Fantasy"
11052,Yu-Gi-Oh! The Movie,1h 30min,20000000,29170410,"Animation, Fantasy, Action, Science Fiction"
9378,Thir13en Ghosts,1h 31min,42000000,68467960,"Horror, Thriller"
7485,Shooter,2h 4min,61000000,95696996,"Action, Drama, Mystery, Thriller, Crime"
490132,Green Book,2h 10min,23000000,319700000,"Drama, Comedy"
423,The Pianist,2h 30min,35000000,120072577,"Drama, War"
43074,Ghostbusters,1h 57min,144000000,229147509,"Action, Fantasy, Comedy"
402,Basic Instinct,2h 7min,49000000,352927224,"Thriller, Mystery"
752,V for Vendetta,2h 12min,54000000,132511035,"Action, Thriller, Science Fiction"
256274,"As Above, So Below",1h 33min,5000000,41900000,"Horror, Thriller"
41439,Saw 3D,1h 30min,20000000,136151680,"Horror, Crime"
6466,Freddy vs. Jason,1h 37min,30000000,116643421,Horror
8835,Legally Blonde,1h 36min,18000000,141774679,"Comedy, Romance"
120467,The Grand Budapest Hotel,1h 40min,30000000,174600318,"Comedy, Drama"
3021,1408,1h 44min,25000000,132963417,"Horror, Mystery, Thriller"
11187,Child's Play 3,1h 30min,13000000,20560255,"Horror, Thriller"
277,Underworld,2h 2min,22000000,95708457,"Fantasy, Action, Thriller"
28,Apocalypse Now,2h 27min,31500000,150000000,"Drama, War"
207,Dead Poets Society,2h 8min,16400000,235860116,Drama
522627,The Gentlemen,1h 53min,22000000,115171795,"Comedy, Crime, Action"
476968,"Paul, Apostle of Christ",1h 48min,5000000,22525668,"Drama, History"
44214,Black Swan,1h 48min,13000000,329398046,"Drama, Thriller, Horror"
5548,RoboCop,1h 42min,13000000,53424681,"Action, Thriller, Science Fiction"
87827,Life of Pi,2h 7min,120000000,609016565,"Adventure, Drama"
1927,Hulk,2h 18min,137000000,245360480,"Science Fiction, Adventure, Action"
